"Counter","ICD-10 code","WHO update 1=Add 2=Del","ICD-10 code descriptor","ICD-10-AM Map","Aust update 1=Add 2=Del","Additive Map (+)","ICD-10-AM code descriptor"
1199,"Z85.4",,"Personal history of malignant neoplasm of genital organs","Z85.4",,,"Personal history of malignant neoplasm of genital organs"
1200,"Z85.5",,"Personal history of malignant neoplasm of urinary tract","Z85.5",,,"Personal history of malignant neoplasm of urinary tract"
1201,"Z85.6",,"Personal history of leukaemia","Z85.6",,,"Personal history of leukaemia"
1202,"Z85.7",,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues","Z85.7",,,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
1203,"Z85.8",,"Personal history of malignant neoplasms of other organs and systems","Z85.8",,,"Personal history of malignant neoplasms of other organs and systems"
1204,"Z85.9",,"Personal history of malignant neoplasm, unspecified","Z85.9",,,"Personal history of malignant neoplasm, unspecified"
1205,"Z86.0",,"Personal history of other neoplasms","Z86.0",,,"Personal history of other neoplasms"
1206,"Z86.1",,"Personal history of other infectious and parasitic disease","Z86.18",,,"Personal history of other infectious and parasitic disease"
1207,"Z86.1",,"Personal history of other infectious and parasitic disease","Z86.10",,,"Personal history of unspecified infectious and parasitic disease"
1208,"Z86.1",,"Personal history of other infectious and parasitic disease","Z86.11",,,"Personal history of tuberculosis"
1209,"Z86.1",,"Personal history of other infectious and parasitic disease","Z86.12",,,"Personal history of poliomyelitis"
1210,"Z86.1",,"Personal history of other infectious and parasitic disease","Z86.13",,,"Personal history of malaria"
1211,"Z86.2",,"Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","Z86.2",,,"Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
1212,"Z86.3",,"Personal history of endocrine, nutritional and metabolic diseases","Z86.3",,,"Personal history of endocrine, nutritional and metabolic diseases"
1213,"Z86.4",,"Personal history of psychoactive substance abuse","Z86.41",,,"Personal history of alcohol use disorder"
1214,"Z86.4",,"Personal history of psychoactive substance abuse","Z86.42",,,"Personal history of drug use disorder"
1215,"Z86.4",,"Personal history of psychoactive substance abuse","Z86.43",,,"Personal history of tobacco use disorder"
1216,"Z86.5",,"Personal history of other mental and behavioural disorders","Z86.5",,,"Personal history of other mental and behavioural disorders"
1217,"Z86.6",,"Personal history of diseases of the nervous system and sense organs","Z86.69","1",,"Personal history of diseases of the nervous system and sense organs, not elsewhere classified"
1218,"Z86.6",,"Personal history of diseases of the nervous system and sense organs","Z86.61","1",,"Personal history of transient ischaemic attack [TIA]"
1219,"Z86.7",,"Personal history of diseases of the circulatory system","Z86.79","1",,"Personal history of diseases of the circulatory system, not elsewhere classified"
1220,"Z86.7",,"Personal history of diseases of the circulatory system","Z86.71","1",,"Personal history of cerebrovascular disease"
1221,"Z86.7",,"Personal history of diseases of the circulatory system","Z86.72","1",,"Personal history of thrombosis and embolism"
1222,"Z87.0",,"Personal history of diseases of the respiratory system","Z87.0",,,"Personal history of diseases of the respiratory system"
1223,"Z87.1",,"Personal history of diseases of the digestive system","Z87.10",,,"Personal history of unspecified digestive disease"
1224,"Z87.1",,"Personal history of diseases of the digestive system","Z87.18",,,"Personal history of other digestive system disease"
1225,"Z87.1",,"Personal history of diseases of the digestive system","Z87.11",,,"Personal history of peptic ulcer disease"
1226,"Z87.1",,"Personal history of diseases of the digestive system","Z87.12",,,"Personal history of colonic polyps"
1227,"Z87.2",,"Personal history of diseases of the skin and subcutaneous tissue","Z87.2",,,"Personal history of diseases of the skin and subcutaneous tissue"
1228,"Z87.3",,"Personal history of diseases of the musculoskeletal system and connective tissue","Z87.3",,,"Personal history of diseases of the musculoskeletal system and connective tissue"
1229,"Z87.4",,"Personal history of diseases of the genitourinary system","Z87.4",,,"Personal history of diseases of the genitourinary system"
1230,"Z87.5",,"Personal history of complications of pregnancy, childbirth and the puerperium","Z87.5",,,"Personal history of complications of pregnancy, childbirth and the puerperium"
1231,"Z87.6",,"Personal history of certain conditions arising in the perinatal period","Z87.6",,,"Personal history of certain conditions arising in the perinatal period"
1232,"Z87.7",,"Personal history of congenital malformations, deformations and chromosomal abnormalities","Z87.7",,,"Personal history of congenital malformations, deformations and chromosomal abnormalities"
1233,"Z87.8",,"Personal history of other specified conditions","Z87.8",,,"Personal history of other specified conditions"
1234,"Z88.0",,"Personal history of allergy to penicillin","Z88.0",,,"Personal history of allergy to penicillin"
1235,"Z88.1",,"Personal history of allergy to other antibiotic agents","Z88.1",,,"Personal history of allergy to other antibiotic agents"
1236,"Z88.2",,"Personal history of allergy to sulfonamides","Z88.2",,,"Personal history of allergy to sulfonamides"
1237,"Z88.3",,"Personal history of allergy to other anti-infective agents","Z88.3",,,"Personal history of allergy to other anti-infective agents"
1238,"Z88.4",,"Personal history of allergy to anaesthetic agent","Z88.4",,,"Personal history of allergy to anaesthetic agent"
1239,"Z88.5",,"Personal history of allergy to narcotic agent","Z88.5",,,"Personal history of allergy to narcotic agent"
1240,"Z88.6",,"Personal history of allergy to analgesic agent","Z88.6",,,"Personal history of allergy to analgesic agent"
1241,"Z88.7",,"Personal history of allergy to serum and vaccine","Z88.7",,,"Personal history of allergy to serum and vaccine"
1242,"Z88.8",,"Personal history of allergy to other drugs, medicaments and biological substances","Z88.8",,,"Personal history of allergy to other drugs, medicaments and biological substances"
1243,"Z88.9",,"Personal history of allergy to unspecified drugs, medicaments and biological substances","Z88.9",,,"Personal history of allergy to unspecified drugs, medicaments and biological substances"
1244,"Z89.0",,"Acquired absence of finger(s) [including thumb], unilateral","Z89.0",,,"Acquired absence of finger(s) [including thumb], unilateral"
1245,"Z89.1",,"Acquired absence of hand and wrist","Z89.1",,,"Acquired absence of hand and wrist"
1246,"Z89.2",,"Acquired absence of upper limb above wrist","Z89.2",,,"Acquired absence of upper limb above wrist"
1247,"Z89.3",,"Acquired absence of both upper limbs [any level]","Z89.3",,,"Acquired absence of both upper limbs [any level]"
1248,"Z89.4",,"Acquired absence of foot and ankle","Z89.4",,,"Acquired absence of foot and ankle"
1249,"Z89.5",,"Acquired absence of leg at or below knee","Z89.5",,,"Acquired absence of leg at or below knee"
1250,"Z89.6",,"Acquired absence of leg above knee","Z89.6",,,"Acquired absence of leg above knee"
1251,"Z89.7",,"Acquired absence of both lower limbs [any level, except toes alone]","Z89.7",,,"Acquired absence of both lower limbs [any level, except toes alone]"
1252,"Z89.8",,"Acquired absence of upper and lower limbs [any level]","Z89.8",,,"Acquired absence of upper and lower limbs [any level]"
1253,"Z89.9",,"Acquired absence of limb, unspecified","Z89.9",,,"Acquired absence of limb, unspecified"
1254,"Z90.0",,"Acquired absence of part of head and neck","Z90.0",,,"Acquired absence of part of head and neck"
1255,"Z90.1",,"Acquired absence of breast(s)","Z90.1",,,"Acquired absence of breast(s)"
1256,"Z90.2",,"Acquired absence of lung [part of]","Z90.2",,,"Acquired absence of lung [part of]"
1257,"Z90.3",,"Acquired absence of part of stomach","Z90.3",,,"Acquired absence of part of stomach"
1258,"Z90.4",,"Acquired absence of other parts of digestive tract","Z90.4",,,"Acquired absence of other parts of digestive tract"
1259,"Z90.5",,"Acquired absence of kidney","Z90.5",,,"Acquired absence of kidney"
1260,"Z90.6",,"Acquired absence of other organs of urinary tract","Z90.6",,,"Acquired absence of other organs of urinary tract"
1261,"Z90.7",,"Acquired absence of genital organ(s)","Z90.7",,,"Acquired absence of genital organ(s)"
1262,"Z90.8",,"Acquired absence of other organs","Z90.8",,,"Acquired absence of other organs"
1263,"Z91.0",,"Personal history of allergy, other than to drugs and biological substances","Z91.0",,,"Personal history of allergy, other than to drugs and biological substances"
1264,"Z91.1",,"Personal history of noncompliance with medical treatment and regimen","Z91.1",,,"Personal history of noncompliance with medical treatment and regimen"
1265,"Z91.2",,"Personal history of poor personal hygiene","Z91.2",,,"Personal history of poor personal hygiene"
1266,"Z91.3",,"Personal history of unhealthy sleep-wake schedule","Z91.3",,,"Personal history of unhealthy sleep-wake schedule"
1267,"Z91.4",,"Personal history of psychological trauma, not elsewhere classified","Z91.4",,,"Personal history of psychological trauma, not elsewhere classified"
1268,"Z91.5",,"Personal history of self-harm","Z91.5",,,"Personal history of self-harm"
1269,"Z91.6",,"Personal history of other physical trauma","Z91.6",,,"Personal history of other physical trauma"
1270,"Z91.7",,"Personal history of female genital mutilation","Z91.7",,,"Personal history of female genital mutilation"
1271,"Z91.8",,"Personal history of other specified risk-factors, not elsewhere classified","Z91.8",,,"Personal history of other specified risk-factors, not elsewhere classified"
1272,"Z92.0",,"Personal history of contraception","Z92.0",,,"Personal history of contraception"
1273,"Z92.1",,"Personal history of long-term (current) use of anticoagulants","Z92.1",,,"Personal history of long-term (current) use of anticoagulants"
1274,"Z92.2",,"Personal history of long-term (current) use of other medicaments","Z92.28",,,"Personal history of long-term (current) use of other medicaments, other"
1275,"Z92.2",,"Personal history of long-term (current) use of other medicaments","Z92.21",,,"Personal history of long-term (current) use of other medicaments, aspirin"
1276,"Z92.2",,"Personal history of long-term (current) use of other medicaments","Z92.22",,,"Personal history of long-term (current) use of other medicaments, insulin"
1277,"Z92.3",,"Personal history of irradiation","Z92.3",,,"Personal history of irradiation"
1278,"Z92.4",,"Personal history of major surgery, not elsewhere classified","Z92.4",,,"Personal history of major surgery, not elsewhere classified"
1279,"Z92.5",,"Personal history of rehabilitation measures","Z92.5",,,"Personal history of rehabilitation measures"
1280,"Z92.6",,"Personal history of chemotherapy for neoplastic disease","Z92.6",,,"Personal history of pharmacotherapy for neoplastic disease"
1281,"Z92.8",,"Personal history of other medical treatment","Z92.8",,,"Personal history of other medical treatment"
1282,"Z92.9",,"Personal history of medical treatment, unspecified","Z92.9",,,"Personal history of medical treatment, unspecified"
1283,"Z93.0",,"Tracheostomy status","Z93.0",,,"Tracheostomy status"
1284,"Z93.1",,"Gastrostomy status","Z93.1",,,"Gastrostomy status"
1285,"Z93.2",,"Ileostomy status","Z93.2",,,"Ileostomy status"
1286,"Z93.3",,"Colostomy status","Z93.3",,,"Colostomy status"
1287,"Z93.4",,"Other artificial openings of gastrointestinal tract status","Z93.4",,,"Other artificial openings of gastrointestinal tract status"
1288,"Z93.5",,"Cystostomy status","Z93.5",,,"Cystostomy status"
1289,"Z93.6",,"Other artificial openings of urinary tract status","Z93.6",,,"Other artificial openings of urinary tract status"
1290,"Z93.8",,"Other artificial opening status","Z93.8",,,"Other artificial opening status"
1291,"Z93.9",,"Artificial opening status, unspecified","Z93.9",,,"Artificial opening status, unspecified"
1292,"Z94.0",,"Kidney transplant status","Z94.0",,,"Kidney transplant status"
1293,"Z94.1",,"Heart transplant status","Z94.1",,,"Heart transplant status"
1294,"Z94.2",,"Lung transplant status","Z94.2",,,"Lung transplant status"
1295,"Z94.3",,"Heart and lungs transplant status","Z94.3",,,"Heart and lungs transplant status"
1296,"Z94.4",,"Liver transplant status","Z94.4",,,"Liver transplant status"
1297,"Z94.5",,"Skin transplant status","Z94.5",,,"Skin transplant status"
1298,"Z94.6",,"Bone transplant status","Z94.6",,,"Bone transplant status"
1299,"Z94.7",,"Corneal transplant status","Z94.7",,,"Corneal transplant status"
1300,"Z94.8",,"Other transplanted organ and tissue status","Z94.8",,,"Other transplanted organ and tissue status"
1301,"Z94.9",,"Transplanted organ and tissue status, unspecified","Z94.9",,,"Transplanted organ and tissue status, unspecified"
1302,"Z95.0",,"Presence of cardiac device","Z95.0",,,"Presence of cardiac device"
